Customer,Age,Gender,Frequency of Purchases,Purchase Amount (USD),Category,Review Rating,Item Purchased,Subscription Status
7305,31,Male,occasional,16017,Food,4,,
7306,24,Female,occasional,8883,Electronics,4,,
7307,31,Male,rare,3418,Food,5,,
7308,40,Male,frequent,7651,Beauty,6,,
7309,29,Male,occasional,18110,Electronics,5,,
7310,28,Male,frequent,3107,Electronics,5,,
7311,36,Female,rare,10191,Clothing,4,,
7312,34,Male,rare,14318,Clothing,6,,
7313,36,Male,rare,15891,Food,6,,
7314,33,Female,rare,4799,Electronics,5,,
7315,32,Female,rare,7086,Food,4,,
7316,33,Female,rare,3304,Clothing,5,,
7317,26,Female,occasional,10273,Electronics,7,,
7318,31,Female,rare,14392,Electronics,5,,
7319,32,Male,rare,5008,Books,5,,
7320,38,Male,rare,14670,Electronics,5,,
7321,34,Male,occasional,3498,Health,7,,
7322,37,Male,rare,15545,Clothing,4,,
7323,30,Male,frequent,2211,Electronics,6,,
7324,26,Female,occasional,2151,Health,5,,
7325,26,Male,occasional,11817,Electronics,3,,
7326,24,Female,rare,3885,Health,4,,
7327,22,Male,rare,10868,Books,7,,
7328,28,Male,occasional,15681,Health,6,,
7329,28,Female,frequent,12587,Electronics,5,,
7330,36,Male,frequent,21659,Food,5,,
7331,23,Female,rare,18188,Books,4,,
7332,31,Male,occasional,6098,Electronics,4,,
7333,28,Female,frequent,2879,Health,4,,
7334,33,Female,rare,15957,Food,5,,
7335,33,Male,occasional,9041,Books,5,,
7336,26,Male,rare,13439,Electronics,4,,
7337,29,Female,rare,15477,Beauty,6,,
7338,29,Female,occasional,4708,Food,6,,
7339,25,Male,rare,17330,Books,3,,
7340,31,Female,rare,9269,Food,6,,
7341,28,Male,rare,15388,Beauty,7,,
7342,27,Male,rare,10292,Home,3,,
7343,25,Female,rare,5069,Health,5,,
7344,30,Male,rare,7030,Clothing,6,,
7345,30,Female,rare,16005,Clothing,5,,
7346,27,Male,rare,13544,Electronics,4,,
7347,37,Female,rare,3889,Health,4,,
7348,25,Female,rare,14627,Clothing,4,,
7349,29,Female,rare,7608,Clothing,4,,
7350,27,Male,frequent,2831,Electronics,5,,
7351,34,Male,occasional,5016,Electronics,3,,
7352,35,Male,rare,9241,Electronics,3,,
7353,19,Female,rare,5834,Food,4,,
7354,27,Female,rare,15758,Electronics,4,,
7355,21,Female,rare,4753,Food,6,,
7356,38,Male,rare,10406,Beauty,6,,
7357,31,Female,frequent,10472,Electronics,3,,
7358,32,Female,frequent,7542,Clothing,7,,
7359,30,Male,occasional,2437,Electronics,5,,
7360,23,Female,rare,3709,Food,6,,
7361,23,Female,occasional,8359,Beauty,4,,
7362,34,Male,occasional,10327,Beauty,4,,
7363,32,Female,occasional,11221,Electronics,6,,
7364,27,Male,rare,2533,Electronics,5,,
7365,24,Male,rare,10969,Electronics,6,,
7366,33,Male,rare,6155,Electronics,5,,
7367,26,Male,rare,15049,Food,6,,
7368,29,Female,occasional,16537,Electronics,3,,
7369,34,Female,rare,5452,Clothing,6,,
7370,26,Female,occasional,7184,Electronics,4,,
7371,24,Male,rare,2206,Clothing,5,,
7372,39,Male,rare,8809,Electronics,6,,
7373,28,Female,occasional,9126,Books,5,,
7374,38,Female,rare,16315,Electronics,4,,
7375,28,Male,rare,13507,Electronics,4,,
7376,32,Female,rare,2940,Electronics,6,,
7377,32,Male,rare,5919,Clothing,4,,
7378,25,Female,rare,4494,Health,4,,
7379,27,Male,occasional,9442,Clothing,8,,
7380,38,Female,rare,3230,Books,8,,
7381,30,Male,rare,8749,Health,5,,
7382,35,Female,rare,13943,Books,4,,
7383,23,Female,occasional,9210,Home,5,,
7384,34,Male,occasional,17985,Electronics,5,,
7385,29,Male,occasional,14259,Electronics,4,,
7386,29,Male,occasional,17519,Clothing,6,,
7387,28,Male,occasional,2626,Electronics,5,,
7388,30,Male,rare,12660,Health,8,,
7389,31,Male,rare,15125,Electronics,3,,
7390,22,Female,rare,12966,Electronics,7,,
7391,26,Male,rare,16592,Beauty,6,,
7392,32,Male,occasional,13819,Food,4,,
7393,29,Male,rare,4006,Beauty,6,,
7394,30,Male,rare,1905,Electronics,3,,
7395,29,Female,occasional,5529,Home,4,,
7396,35,Male,frequent,13042,Food,7,,
7397,30,Female,occasional,7471,Beauty,5,,
7398,30,Male,occasional,4242,Electronics,4,,
7399,33,Male,rare,5631,Clothing,5,,
7400,40,Female,rare,3518,Health,6,,
7401,32,Female,frequent,2815,Health,5,,
7402,35,Female,rare,9276,Health,6,,
7403,26,Male,frequent,9815,Health,6,,
7404,30,Male,rare,8755,Food,5,,
7405,28,Male,rare,16245,Electronics,5,,
7406,34,Male,rare,3127,Food,4,,
7407,31,Male,frequent,7777,Clothing,4,,
7408,33,Female,rare,15756,Food,6,,
7409,42,Female,occasional,7031,Food,5,,
7410,27,Female,frequent,10315,Beauty,5,,
7411,32,Male,frequent,6024,Health,5,,
7412,25,Male,frequent,10201,Clothing,3,,
7413,27,Female,rare,16362,Electronics,5,,
7414,35,Female,rare,4448,Clothing,4,,
7415,30,Male,occasional,13245,Clothing,5,,
7416,32,Female,rare,2479,Food,6,,
7417,27,Male,occasional,12852,Electronics,6,,
7418,29,Male,occasional,8909,Electronics,5,,
7419,26,Male,occasional,7715,Books,6,,
7420,33,Male,frequent,12758,Electronics,5,,
7421,26,Female,rare,19550,Food,5,,
7422,29,Male,occasional,11904,Health,3,,
7423,28,Male,occasional,9723,Clothing,5,,
7424,31,Female,rare,19866,Health,6,,
7425,28,Female,rare,11312,Home,6,,
7426,24,Male,rare,7847,Beauty,4,,
7427,31,Male,frequent,11534,Clothing,4,,
7428,33,Female,occasional,16591,Health,5,,
7429,37,Female,rare,15136,Food,4,,
7430,24,Female,rare,5220,Food,4,,
7431,36,Male,frequent,6205,Electronics,4,,
7432,25,Male,rare,10025,Beauty,5,,
7433,29,Female,occasional,4452,Electronics,4,,
7434,25,Male,rare,4936,Clothing,4,,
7435,37,Female,rare,6239,Food,5,,
7436,31,Female,rare,11208,Beauty,4,,
7437,30,Male,frequent,9190,Electronics,6,,
7438,32,Female,rare,3468,Food,5,,
7439,43,Female,rare,3661,Clothing,7,,
7440,27,Male,rare,2583,Clothing,6,,
7441,32,Male,frequent,15130,Food,5,,
7442,30,Male,rare,7200,Books,5,,
7443,31,Male,rare,1789,Food,4,,
7444,35,Female,frequent,14562,Electronics,5,,
7445,31,Female,frequent,6398,Electronics,4,,
7446,30,Male,occasional,6703,Books,4,,
7447,31,Female,rare,10770,Food,6,,
7448,27,Female,rare,16458,Clothing,4,,
7449,38,Female,occasional,3587,Electronics,5,,
7450,38,Male,rare,11439,Books,4,,
7451,26,Male,occasional,8219,Electronics,6,,
7452,22,Female,occasional,8341,Health,5,,
7453,39,Male,rare,11095,Clothing,6,,
7454,32,Female,frequent,6283,Books,5,,
7455,24,Female,frequent,3620,Home,6,,
7456,26,Male,rare,8830,Clothing,3,,
7457,25,Male,occasional,7161,Books,6,,
7458,31,Female,rare,12627,Electronics,5,,
7459,29,Male,occasional,11080,Clothing,6,,
7460,36,Male,occasional,13922,Health,5,,
7461,38,Female,frequent,6265,Electronics,5,,
7462,34,Female,frequent,7249,Electronics,5,,
7463,30,Male,rare,14081,Electronics,4,,
7464,35,Female,rare,11615,Clothing,4,,
7465,27,Female,occasional,20196,Books,6,,
7466,27,Male,rare,16236,Electronics,4,,
7467,30,Male,rare,11651,Books,6,,
7468,29,Female,frequent,10834,Clothing,6,,
7469,27,Male,rare,4252,Books,5,,
7470,32,Female,occasional,10122,Electronics,3,,
7471,27,Male,frequent,3867,Clothing,6,,
7472,35,Female,frequent,9934,Electronics,6,,
7473,28,Male,rare,12803,Electronics,4,,
7474,28,Female,frequent,8032,Clothing,5,,
7475,30,Female,occasional,4474,Beauty,5,,
7476,36,Male,frequent,6784,Electronics,5,,
7477,33,Male,rare,13848,Electronics,4,,
7478,32,Female,rare,6549,Electronics,5,,
7479,35,Male,rare,18082,Books,5,,
7480,25,Male,frequent,15822,Electronics,4,,
7481,35,Female,rare,8378,Electronics,6,,
7482,30,Female,rare,3222,Health,3,,
7483,24,Male,occasional,11405,Food,4,,
7484,27,Male,rare,11632,Food,7,,
7485,28,Female,rare,9168,Food,6,,
7486,37,Male,rare,5150,Electronics,5,,
7487,21,Female,frequent,14224,Electronics,5,,
7488,28,Female,rare,4036,Health,4,,
7489,26,Male,rare,6471,Clothing,5,,
7490,31,Female,occasional,8270,Beauty,4,,
7491,30,Female,rare,4402,Food,6,,
7492,35,Female,frequent,10584,Electronics,5,,
7493,34,Male,occasional,9436,Clothing,3,,
7494,33,Female,rare,8401,Health,4,,
7495,38,Female,rare,1835,Health,6,,
7496,25,Female,rare,9839,Electronics,6,,
7497,28,Female,occasional,5993,Food,6,,
7498,34,Male,frequent,18707,Books,5,,
7499,27,Female,rare,6229,Clothing,5,,
7500,24,Male,rare,6308,Clothing,3,,
7501,32,Female,frequent,12702,Electronics,6,,
7502,34,Female,frequent,11824,Health,6,,
7503,28,Female,rare,3570,Electronics,7,,
7504,18,Female,frequent,8207,Electronics,4,,
7505,25,Female,occasional,6052,Clothing,4,,
7506,24,Female,rare,7672,Clothing,4,,
7507,27,Male,occasional,13560,Electronics,4,,
7508,28,Female,occasional,12827,Books,3,,
7509,34,Female,rare,12874,Clothing,5,,
7510,24,Male,rare,10020,Food,3,,
7511,27,Male,rare,3513,Clothing,6,,
7512,27,Female,rare,5013,Electronics,3,,
7513,36,Female,rare,7912,Books,3,,
7514,23,Male,occasional,10051,Health,5,,
7515,23,Male,rare,16282,Books,5,,
7516,35,Male,frequent,11340,Beauty,5,,
7517,30,Female,rare,14758,Electronics,6,,
7518,27,Male,rare,4996,Electronics,4,,
7519,27,Male,rare,4377,Electronics,7,,
7520,18,Female,rare,7037,Books,6,,
7521,31,Female,frequent,14571,Clothing,4,,
7522,29,Male,rare,8293,Electronics,4,,
7523,35,Female,rare,4264,Clothing,5,,
7524,28,Female,rare,10078,Beauty,4,,
7525,35,Male,rare,9437,Home,7,,
7526,31,Male,rare,4313,Food,5,,
7527,33,Female,occasional,12701,Books,4,,
7528,22,Female,occasional,14139,Food,4,,
7529,34,Male,rare,6558,Electronics,4,,
7530,34,Female,rare,6340,Electronics,6,,
7531,36,Female,frequent,13837,Books,4,,
7532,30,Male,frequent,14110,Electronics,5,,
7533,25,Female,rare,9859,Health,4,,
7534,29,Female,frequent,2450,Health,5,,
7535,33,Female,occasional,8746,Clothing,5,,
7536,34,Male,rare,10541,Food,5,,
7537,36,Female,rare,5300,Health,7,,
7538,30,Male,rare,8919,Electronics,4,,
7539,37,Female,rare,3308,Electronics,6,,
7540,26,Male,occasional,15247,Electronics,5,,
7541,18,Male,rare,11982,Clothing,6,,
7542,31,Male,rare,10477,Books,6,,
7543,30,Female,frequent,15580,Electronics,5,,
7544,24,Male,occasional,18600,Food,5,,
7545,31,Male,occasional,14534,Health,4,,
7546,24,Female,occasional,10295,Food,4,,
7547,26,Female,frequent,18397,Books,5,,
7548,36,Female,occasional,18538,Food,5,,
7549,16,Female,frequent,7302,Health,7,,
7550,31,Male,rare,4396,Electronics,5,,
7551,28,Male,frequent,5161,Electronics,6,,
7552,27,Female,frequent,6355,Clothing,6,,
7553,31,Female,occasional,14920,Beauty,6,,
7554,28,Female,rare,6646,Electronics,6,,
7555,28,Female,rare,11153,Clothing,5,,
7556,24,Female,rare,8038,Health,5,,
7557,37,Male,frequent,2100,Clothing,4,,
7558,34,Male,rare,4385,Books,6,,
7559,24,Male,frequent,13967,Health,5,,
7560,29,Male,rare,3281,Electronics,3,,
7561,33,Female,frequent,7366,Electronics,3,,
7562,27,Male,rare,7556,Food,4,,
7563,30,Male,frequent,11840,Electronics,5,,
7564,31,Male,occasional,11928,Electronics,4,,
7565,37,Male,rare,8922,Clothing,5,,
7566,26,Male,occasional,13143,Beauty,6,,
7567,33,Female,frequent,2906,Clothing,5,,
7568,27,Female,frequent,4720,Food,7,,
7569,29,Male,rare,5573,Electronics,5,,
7570,30,Male,rare,13233,Electronics,5,,
7571,31,Male,rare,2843,Electronics,6,,
7572,30,Male,rare,2039,Books,5,,
7573,28,Male,frequent,6246,Electronics,6,,
7574,30,Female,rare,4230,Food,5,,
7575,31,Male,frequent,5746,Home,4,,
7576,32,Female,frequent,7480,Home,4,,
7577,24,Male,rare,18398,Beauty,6,,
7578,29,Male,rare,18815,Clothing,5,,
7579,38,Female,rare,1725,Food,7,,
7580,27,Male,occasional,3440,Books,4,,
7581,30,Male,rare,15023,Clothing,5,,
7582,34,Male,occasional,19744,Home,6,,
7583,25,Female,rare,18241,Food,5,,
7584,24,Female,rare,15518,Health,7,,
7585,35,Female,frequent,14477,Books,4,,
7586,33,Male,frequent,11548,Clothing,4,,
7587,25,Male,rare,4034,Beauty,6,,
7588,37,Female,rare,15092,Food,7,,
7589,35,Male,rare,16994,Electronics,6,,
7590,38,Female,rare,11511,Books,4,,
7591,25,Male,occasional,9831,Electronics,5,,
7592,35,Male,rare,8831,Electronics,6,,
7593,30,Male,rare,14819,Electronics,4,,
7594,21,Male,occasional,6142,Beauty,5,,
7595,26,Male,rare,5634,Electronics,5,,
7596,33,Female,rare,13151,Electronics,4,,
7597,33,Female,occasional,8695,Health,4,,
7598,23,Female,rare,5845,Electronics,5,,
7599,30,Male,rare,4129,Electronics,5,,
7600,22,Female,occasional,10618,Clothing,5,,
7601,34,Female,frequent,14980,Clothing,5,,
7602,32,Female,rare,10492,Food,6,,
7603,38,Male,rare,6285,Clothing,5,,
7604,29,Female,occasional,8564,Food,7,,
7605,32,Male,rare,3163,Clothing,5,,
7606,27,Female,occasional,12421,Beauty,5,,
7607,26,Male,occasional,13070,Clothing,6,,
7608,34,Female,frequent,15365,Clothing,5,,
7609,34,Male,rare,17139,Electronics,6,,
7610,31,Female,occasional,6637,Electronics,5,,
7611,32,Male,rare,9016,Beauty,4,,
7612,31,Female,occasional,11848,Beauty,6,,
7613,32,Female,frequent,7008,Health,3,,
7614,31,Male,frequent,7382,Food,6,,
7615,24,Female,rare,12858,Clothing,5,,
7616,21,Female,occasional,9406,Electronics,5,,
7617,24,Female,rare,3391,Electronics,3,,
7618,36,Female,rare,11398,Electronics,4,,
7619,25,Female,rare,6990,Books,4,,
7620,33,Male,occasional,6537,Health,4,,
7621,34,Male,occasional,14298,Food,3,,
7622,31,Female,rare,13457,Health,4,,
7623,31,Female,rare,16762,Beauty,5,,
7624,33,Female,occasional,6207,Electronics,5,,
7625,37,Male,rare,11034,Health,6,,
7626,30,Female,rare,6711,Books,5,,
7627,29,Male,frequent,4316,Electronics,3,,
7628,27,Female,occasional,15595,Electronics,4,,
7629,34,Male,occasional,9556,Food,4,,
7630,30,Female,occasional,3421,Electronics,5,,
7631,35,Male,rare,7010,Electronics,7,,
7632,24,Female,rare,5267,Food,4,,
7633,28,Female,occasional,9321,Health,5,,
7634,29,Female,frequent,13029,Electronics,6,,
7635,32,Male,frequent,9143,Electronics,5,,
7636,33,Male,rare,13973,Books,5,,
7637,29,Male,rare,2024,Home,5,,
7638,31,Female,occasional,13567,Electronics,3,,
7639,25,Female,rare,15779,Health,5,,
7640,39,Male,frequent,11080,Electronics,5,,
7641,29,Female,frequent,8741,Food,5,,
7642,30,Female,rare,8524,Health,8,,
7643,28,Male,rare,8968,Electronics,3,,
7644,26,Female,frequent,8807,Health,5,,
7645,34,Female,rare,17424,Clothing,5,,
7646,22,Female,occasional,5614,Electronics,4,,
7647,29,Female,rare,3498,Food,6,,
7648,31,Female,rare,3024,Books,5,,
7649,23,Male,rare,13067,Electronics,5,,
7650,35,Female,rare,12452,Electronics,5,,
7651,28,Male,frequent,7229,Electronics,4,,
7652,33,Female,rare,11430,Health,5,,
7653,22,Male,rare,13021,Food,3,,
7654,29,Male,frequent,9104,Electronics,6,,
7655,30,Female,occasional,8789,Electronics,6,,
7656,24,Female,rare,8551,Health,3,,
7657,34,Male,frequent,14173,Beauty,6,,
7658,31,Female,occasional,13052,Beauty,5,,
7659,30,Female,occasional,9363,Health,5,,
7660,31,Male,rare,4404,Books,6,,
7661,30,Female,rare,13513,Health,5,,
7662,33,Male,occasional,16297,Clothing,5,,
7663,31,Male,rare,8240,Electronics,6,,
7664,37,Female,occasional,10236,Electronics,3,,
7665,28,Male,occasional,12553,Health,5,,
7666,34,Male,rare,14422,Electronics,5,,
7667,31,Male,frequent,12025,Books,6,,
7668,40,Female,frequent,10910,Electronics,6,,
7669,30,Male,rare,12406,Clothing,5,,
7670,31,Female,rare,10267,Books,6,,
7671,28,Male,occasional,5153,Electronics,4,,
7672,21,Female,rare,3024,Books,5,,
7673,21,Male,rare,10497,Electronics,4,,
7674,29,Female,rare,17878,Electronics,5,,
7675,30,Male,rare,16559,Health,5,,
7676,27,Male,occasional,7882,Electronics,6,,
7677,33,Male,rare,12671,Electronics,5,,
7678,36,Male,occasional,11615,Food,6,,
7679,38,Female,frequent,6450,Health,4,,
7680,20,Male,rare,9444,Food,5,,
7681,34,Male,occasional,19627,Food,6,,
7682,34,Female,rare,15721,Health,6,,
7683,33,Male,occasional,2144,Electronics,6,,
7684,35,Male,rare,6405,Home,4,,
7685,29,Female,frequent,7968,Books,4,,
7686,29,Male,rare,7997,Beauty,6,,
7687,35,Male,rare,12265,Electronics,5,,
7688,27,Male,rare,3053,Health,5,,
7689,34,Female,rare,12721,Health,4,,
7690,26,Male,frequent,2606,Electronics,5,,
7691,27,Male,rare,14530,Home,3,,
7692,27,Female,occasional,2878,Books,5,,
7693,34,Female,frequent,3494,Clothing,5,,
7694,30,Male,rare,10211,Beauty,3,,
7695,32,Female,rare,9012,Books,4,,
7696,41,Male,frequent,15408,Food,4,,
7697,26,Male,frequent,2656,Books,7,,
7698,36,Female,frequent,13105,Food,4,,
7699,33,Female,rare,9123,Electronics,4,,
7700,30,Male,rare,8420,Books,7,,
7701,25,Male,occasional,2491,Health,5,,
7702,43,Male,frequent,2516,Food,4,,
7703,23,Male,rare,12098,Food,7,,
7704,27,Female,rare,16544,Electronics,5,,
7705,35,Male,frequent,7327,Clothing,6,,
7706,23,Female,rare,5860,Books,5,,
7707,32,Male,occasional,12391,Electronics,5,,
7708,23,Female,frequent,20198,Food,4,,
7709,32,Male,occasional,18126,Clothing,5,,
7710,40,Female,frequent,11924,Food,6,,
7711,31,Female,occasional,9715,Food,4,,
7712,32,Male,rare,7200,Clothing,5,,
7713,33,Male,rare,12654,Books,4,,
7714,26,Male,rare,16598,Books,5,,
7715,26,Female,rare,7788,Books,5,,
7716,28,Male,rare,1686,Clothing,6,,
7717,32,Female,occasional,14416,Health,4,,
7718,25,Male,occasional,14531,Clothing,4,,
7719,30,Female,rare,2073,Health,6,,
7720,34,Female,rare,14025,Beauty,6,,
7721,28,Male,frequent,2001,Health,4,,
7722,30,Male,rare,6718,Electronics,5,,
7723,31,Female,occasional,7305,Electronics,5,,
7724,23,Female,rare,1677,Clothing,6,,
7725,29,Female,rare,8559,Health,6,,
7726,25,Female,rare,7963,Clothing,4,,
7727,29,Female,occasional,14461,Books,5,,
7728,32,Male,frequent,9729,Health,5,,
7729,33,Male,frequent,18915,Clothing,5,,
7730,26,Male,frequent,12502,Books,3,,
7731,25,Female,frequent,9626,Electronics,4,,
7732,38,Male,occasional,2273,Home,4,,
7733,21,Female,rare,9976,Books,5,,
7734,25,Female,rare,4417,Home,6,,
7735,29,Female,occasional,14769,Food,4,,
7736,30,Male,rare,7612,Beauty,6,,
7737,27,Male,rare,12954,Clothing,4,,
7738,24,Male,occasional,8679,Food,6,,
7739,30,Female,occasional,5317,Food,5,,
7740,24,Male,rare,15520,Beauty,4,,
7741,28,Female,occasional,12585,Clothing,5,,
7742,32,Male,occasional,3999,Electronics,7,,
7743,35,Male,occasional,13565,Clothing,4,,
7744,35,Female,rare,2808,Electronics,7,,
7745,34,Male,rare,14455,Health,5,,
7746,29,Male,occasional,13245,Electronics,5,,
7747,22,Male,occasional,13894,Clothing,5,,
7748,23,Female,frequent,13417,Clothing,6,,
7749,33,Female,occasional,12731,Electronics,5,,
7750,20,Female,frequent,6716,Health,4,,
7751,33,Male,frequent,15235,Electronics,5,,
7752,30,Female,rare,2758,Electronics,5,,
7753,39,Male,rare,16385,Electronics,6,,
7754,30,Male,rare,16709,Health,7,,
7755,20,Male,occasional,2644,Books,6,,
7756,34,Male,rare,12431,Books,5,,
7757,35,Male,frequent,17014,Clothing,4,,
7758,28,Female,rare,14435,Clothing,6,,
7759,29,Male,rare,2437,Electronics,6,,
7760,32,Male,occasional,5173,Health,5,,
7761,31,Male,occasional,16319,Electronics,5,,
7762,30,Female,occasional,14881,Electronics,4,,
7763,30,Female,rare,5428,Clothing,5,,
7764,39,Male,occasional,13749,Clothing,6,,
7765,35,Male,frequent,8091,Food,6,,
7766,39,Male,rare,17208,Beauty,4,,
7767,28,Female,frequent,15567,Food,4,,
7768,28,Male,occasional,13492,Clothing,5,,
7769,29,Female,rare,8274,Food,6,,
7770,33,Male,rare,11415,Books,6,,
7771,38,Male,rare,11341,Books,6,,
7772,32,Female,rare,4925,Electronics,5,,
7773,29,Male,rare,4307,Electronics,5,,
7774,31,Female,rare,14301,Clothing,6,,
7775,28,Female,rare,15027,Health,6,,
7776,29,Male,rare,12062,Clothing,6,,
7777,26,Female,occasional,7710,Health,4,,
7778,31,Female,rare,7449,Books,4,,
7779,28,Male,rare,7910,Books,4,,
7780,25,Female,rare,5043,Electronics,7,,
7781,30,Male,rare,3526,Electronics,5,,
7782,32,Female,rare,13832,Clothing,5,,
7783,29,Female,rare,5430,Clothing,3,,
7784,29,Female,rare,1997,Clothing,6,,
7785,29,Female,rare,17202,Food,4,,
7786,34,Male,frequent,6439,Books,4,,
7787,33,Male,occasional,14842,Clothing,4,,
7788,30,Male,rare,3486,Home,4,,
7789,26,Male,rare,8703,Electronics,4,,
7790,30,Female,rare,12850,Clothing,5,,
7791,24,Female,rare,2370,Clothing,5,,
7792,35,Female,rare,7902,Clothing,5,,
7793,32,Male,occasional,8827,Electronics,3,,
7794,37,Female,frequent,7147,Books,6,,
7795,35,Male,frequent,2820,Food,5,,
7796,32,Female,occasional,15747,Electronics,4,,
7797,28,Male,frequent,7881,Food,4,,
7798,29,Female,rare,9643,Clothing,4,,
7799,25,Male,rare,11035,Clothing,5,,
7800,29,Male,frequent,15954,Health,5,,
7801,35,Female,occasional,3954,Food,5,,
7802,31,Male,occasional,10524,Electronics,5,,
7803,31,Male,occasional,3465,Food,4,,
7804,28,Female,rare,1787,Electronics,4,,
7805,36,Female,occasional,13818,Electronics,5,,
7806,32,Male,rare,21408,Electronics,5,,
7807,26,Female,frequent,9880,Electronics,5,,
7808,31,Male,frequent,5562,Electronics,6,,
7809,35,Female,rare,12259,Clothing,5,,
7810,29,Female,rare,8065,Beauty,7,,
7811,30,Male,occasional,3879,Electronics,7,,
7812,28,Female,rare,16552,Clothing,7,,
7813,36,Female,frequent,16809,Food,5,,
7814,31,Male,occasional,13865,Beauty,4,,
7815,42,Male,frequent,18536,Electronics,3,,
7816,21,Male,rare,2507,Home,4,,
7817,30,Female,rare,1860,Food,6,,
7818,34,Female,occasional,11357,Food,5,,
7819,29,Male,occasional,5414,Books,4,,
7820,39,Male,rare,15091,Clothing,6,,
7821,30,Female,occasional,8857,Electronics,4,,
7822,25,Female,rare,11978,Clothing,5,,
7823,28,Female,rare,5295,Books,4,,
7824,29,Female,rare,14361,Beauty,4,,
7825,30,Female,rare,19163,Clothing,4,,
7826,31,Male,rare,15384,Electronics,4,,
7827,37,Female,occasional,2599,Electronics,4,,
7828,27,Male,rare,5467,Books,4,,
7829,28,Male,rare,3252,Food,4,,
7830,30,Male,frequent,7931,Clothing,5,,
7831,25,Male,rare,11160,Electronics,5,,
7832,31,Male,occasional,11416,Electronics,6,,
7833,31,Female,frequent,4364,Food,2,,
7834,25,Male,rare,9291,Food,6,,
7835,24,Male,occasional,3006,Food,4,,
7836,30,Female,occasional,18171,Electronics,6,,
7837,27,Female,rare,4303,Clothing,7,,
7838,33,Male,frequent,8596,Electronics,6,,
7839,27,Male,frequent,16197,Clothing,6,,
7840,30,Female,rare,7636,Food,5,,
7841,32,Male,rare,6167,Electronics,6,,
7842,27,Female,occasional,2407,Electronics,5,,
7843,34,Male,occasional,15886,Home,5,,
7844,31,Male,occasional,3915,Health,5,,
7845,40,Female,rare,9478,Food,5,,
7846,29,Female,rare,13203,Clothing,5,,
7847,21,Male,rare,2037,Health,6,,
7848,35,Male,rare,1786,Clothing,5,,
7849,30,Male,rare,7913,Health,4,,
7850,37,Male,rare,19761,Food,5,,
7851,26,Male,occasional,19858,Electronics,5,,
7852,42,Female,frequent,5143,Beauty,6,,
7853,36,Female,rare,12999,Home,4,,
7854,29,Male,rare,12032,Clothing,5,,
7855,35,Female,rare,9317,Health,5,,
7856,30,Male,rare,14124,Electronics,5,,
7857,39,Female,rare,10871,Clothing,6,,
7858,27,Male,frequent,11668,Books,7,,
7859,31,Female,rare,7022,Health,4,,
7860,25,Male,rare,6485,Electronics,7,,
7861,30,Female,rare,12313,Clothing,5,,
7862,26,Female,rare,6025,Clothing,4,,
7863,38,Male,occasional,2108,Clothing,5,,
7864,29,Female,rare,11710,Electronics,5,,
7865,27,Male,rare,15164,Electronics,5,,
7866,35,Male,frequent,8243,Clothing,5,,
7867,22,Male,rare,1922,Electronics,2,,
7868,35,Female,occasional,10446,Electronics,4,,
7869,27,Male,occasional,15476,Health,4,,
7870,31,Male,rare,13123,Electronics,5,,
7871,24,Female,occasional,12902,Beauty,5,,
7872,33,Female,rare,12487,Books,5,,
7873,34,Male,occasional,2930,Clothing,6,,
7874,32,Male,occasional,14739,Food,6,,
7875,27,Female,occasional,4372,Beauty,5,,
7876,33,Female,occasional,1718,Books,5,,
7877,29,Male,rare,8870,Electronics,4,,
7878,31,Female,frequent,18232,Food,4,,
7879,28,Female,frequent,18330,Books,5,,
7880,41,Female,occasional,12410,Clothing,4,,
7881,22,Male,frequent,6628,Clothing,4,,
7882,33,Female,rare,3648,Beauty,7,,
7883,39,Female,frequent,15331,Beauty,4,,
7884,26,Female,rare,10811,Food,7,,
7885,22,Male,occasional,16278,Electronics,7,,
7886,25,Female,occasional,2208,Health,6,,
7887,31,Male,occasional,5330,Food,4,,
7888,36,Female,rare,4361,Clothing,7,,
7889,33,Male,rare,5803,Beauty,5,,
7890,31,Female,occasional,3196,Home,6,,
7891,25,Female,frequent,12474,Clothing,6,,
7892,27,Male,frequent,2996,Clothing,6,,
7893,30,Female,occasional,18157,Clothing,5,,
7894,30,Male,rare,16209,Food,4,,
7895,29,Male,rare,12762,Books,6,,
7896,22,Male,frequent,8655,Books,4,,
7897,31,Female,rare,17755,Electronics,5,,
7898,29,Male,frequent,12610,Food,6,,
7899,23,Male,rare,4953,Electronics,6,,
7900,22,Female,rare,12898,Electronics,6,,
7901,31,Female,occasional,5567,Food,6,,
7902,26,Female,rare,11383,Electronics,5,,
7903,22,Female,frequent,6132,Beauty,3,,
7904,30,Male,rare,3386,Clothing,5,,
7905,32,Male,rare,9443,Books,5,,
7906,35,Male,rare,13643,Food,7,,
7907,26,Female,rare,12529,Clothing,4,,
7908,30,Female,rare,10473,Beauty,5,,
7909,35,Male,occasional,13581,Food,4,,
7910,23,Male,rare,9155,Clothing,4,,
7911,35,Female,occasional,9119,Electronics,5,,
7912,38,Male,occasional,14971,Home,5,,
7913,27,Male,rare,16138,Food,2,,
7914,29,Male,rare,19167,Electronics,4,,
7915,13,Male,rare,15471,Electronics,7,,
7916,21,Male,rare,11518,Electronics,7,,
7917,36,Female,occasional,18565,Clothing,5,,
7918,17,Female,frequent,8734,Clothing,5,,
7919,30,Male,occasional,15162,Clothing,4,,
7920,25,Female,frequent,11629,Books,5,,
